date,production_unit,product_name,fabric_type,production_quantity,raw_material_cost_per_unit,finished_goods_stock,production_lead_time_days,export_order_flag,season_event
2024-01-18,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,70,274.82,163,7,0,none
2024-01-18,Unit-Jaipur,Kids Denim Jeans,Denim,55,298.57,214,14,1,none
2024-01-18,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,44,448.91,143,14,0,none
2024-01-19,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,,143.21,721,10,1,none
2024-01-19,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,93,211.22,280,10,0,none
2024-01-19,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,64,290.33,248,14,0,none
2024-01-19,Unit-Tirupur,Kids Denim Jeans,Denim,53,304.04,108,7,0,none
2024-01-19,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,31,450.87,,5,0,none
2024-01-19,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,228,137.85,833,5,0,none
2024-01-19,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,101,205.95,206,5,1,none
2024-01-19,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,58,267.19,193,10,0,none
2024-01-19,Unit-Ludhiana,Kids Denim Jeans,Denim,57,296.07,195,7,0,none
2024-01-19,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,38,456.87,99,5,0,none
2024-01-19,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,229,145.62,526,10,0,none
2024-01-19,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,82,207.19,213,7,0,none
2024-01-19,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,56,274.92,147,5,1,none
2024-01-19,Unit-Jaipur,Kids Denim Jeans,Denim,55,310.89,212,5,0,none
2024-01-19,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,,466.24,111,10,1,none
2024-01-20,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,192,146.48,444,10,0,none
2024-01-20,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,72,219.48,153,14,0,none
2024-01-20,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,54,290.76,189,14,0,none
2024-01-20,Unit-Tirupur,Kids Denim Jeans,Denim,39,308.32,155,10,0,none
2024-01-20,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,30,432.02,66,10,0,none
2024-01-20,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,161,132.13,620,10,0,none
2024-01-20,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,73,226.6,290,14,0,none
2024-01-20,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,41,275.11,161,7,0,none
2024-01-20,Unit-Ludhiana,Kids Denim Jeans,Denim,38,322.95,149,10,0,none
2024-01-20,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,25,467.26,,7,1,none
2024-01-20,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,148,136.22,589,10,0,none
2024-01-20,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,66,212.28,262,5,1,none
2024-01-20,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,46,289.66,139,7,0,none
2024-01-20,Unit-Jaipur,Kids Denim Jeans,Denim,34,305.6,106,10,0,none
2024-01-20,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,21,458.16,80,5,0,none
2024-01-21,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,81,130.77,260,10,1,none
2024-01-21,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,36,209.54,144,14,0,none
2024-01-21,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,26,283.64,85,10,0,none
2024-01-21,Unit-Tirupur,Kids Denim Jeans,Denim,21,311.07,59,14,0,none
2024-01-21,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,16,437.04,35,14,0,none
2024-01-21,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,93,139.4,323,5,0,none
2024-01-21,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,39,212.84,149,5,0,none
2024-01-21,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,25,265.59,60,10,0,none
2024-01-21,Unit-Ludhiana,Kids Denim Jeans,Denim,23,302.43,88,14,0,none
2024-01-21,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,14,455.38,51,7,0,none
2024-01-21,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,77,137.92,278,10,0,none
2024-01-21,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,38,216.62,77,5,0,none
2024-01-21,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,28,290.27,105,5,0,none
2024-01-21,Unit-Jaipur,Kids Denim Jeans,Denim,22,315.89,72,14,0,none
2024-01-21,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,16,434.9,58,7,0,none
2024-01-22,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,205,143.84,539,7,0,none
2024-01-22,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,97,,340,5,1,none
2024-01-22,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,65,290.84,157,7,1,none
2024-01-22,Unit-Tirupur,Kids Denim Jeans,Denim,54,323.85,137,5,0,none
2024-01-22,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,37,462.17,108,5,0,none
2024-01-22,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,226,145.33,690,5,1,none
2024-01-22,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,84,226.35,225,7,1,none
2024-01-22,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,,286.05,247,10,0,none
2024-01-22,Unit-Ludhiana,Kids Denim Jeans,Denim,57,310.54,223,10,0,none
2024-01-22,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,48,468.54,121,10,0,none
2024-01-22,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,213,145.91,744,7,0,none
2024-01-22,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,103,219.3,347,14,0,none
2024-01-22,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,67,281.1,136,5,0,none
2024-01-22,Unit-Jaipur,Kids Denim Jeans,Denim,42,316.69,99,5,0,none
2024-01-22,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,39,432.58,106,14,0,none
2024-01-23,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,184,136.04,603,10,1,none
2024-01-23,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,94,222.8,282,7,0,none
2024-01-23,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,49,292.6,165,10,1,none
2024-01-23,Unit-Tirupur,Kids Denim Jeans,Denim,55,324.11,199,5,0,none
2024-01-23,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,35,454.94,100,5,0,none
2024-01-23,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,191,145.84,396,5,0,none
2024-01-23,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,90,224.01,215,14,0,none
2024-01-23,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,63,272.8,241,7,1,none
2024-01-23,Unit-Ludhiana,Kids Denim Jeans,Denim,55,313.76,157,5,0,none
2024-01-23,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,45,443.87,114,10,0,none
2024-01-23,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,204,147.99,630,5,0,none
2024-01-23,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,85,223.61,,5,0,none
2024-01-23,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,61,274.46,208,10,0,none
2024-01-23,Unit-Jaipur,Kids Denim Jeans,Denim,50,316.3,176,5,0,none
2024-01-23,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,144,443.91,333,10,0,none
2024-01-24,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,216,132.96,706,14,0,none
2024-01-24,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,89,210.08,298,14,0,none
2024-01-24,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,64,267.59,220,7,0,none
2024-01-24,Unit-Tirupur,Kids Denim Jeans,Denim,59,312.95,216,14,0,none
2024-01-24,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,41,449.01,103,5,0,none
2024-01-24,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,215,140.91,680,5,1,none
2024-01-24,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,85,208.03,296,10,0,none
2024-01-24,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,70,268.26,211,5,0,none
2024-01-24,Unit-Ludhiana,Kids Denim Jeans,Denim,38,316.82,103,5,0,none
2024-01-24,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,39,440.9,95,10,0,none
2024-01-24,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,248,140.58,641,10,0,none
2024-01-24,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,108,222.83,239,5,1,none
2024-01-24,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,59,267.42,215,7,0,none
2024-01-24,Unit-Jaipur,Kids Denim Jeans,Denim,48,313.27,108,14,1,none
2024-01-24,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,38,453.72,145,5,0,none
2024-01-25,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,216,146.19,643,7,0,none
2024-01-25,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,91,208.95,232,5,0,none
2024-01-25,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,70,290.81,191,10,0,none
2024-01-25,Unit-Tirupur,Kids Denim Jeans,Denim,57,312.82,159,7,0,none
2024-01-25,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,37,463.78,130,7,0,none
2024-01-25,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,209,144.02,490,14,0,none
2024-01-25,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,93,220.34,253,14,0,none
2024-01-25,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,70,284.66,224,14,1,none
2024-01-25,Unit-Ludhiana,Kids Denim Jeans,Denim,59,321.47,232,7,0,none
2024-01-25,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,41,466.78,157,14,1,none
2024-01-25,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,202,136.51,550,7,0,none
2024-01-25,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,102,217.91,364,10,0,none
2024-01-25,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,57,274.57,221,14,0,none
2024-01-25,Unit-Jaipur,Kids Denim Jeans,Denim,62,319.11,174,7,0,none
2024-01-25,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,45,444.16,124,10,0,none
2024-01-26,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,194,133.28,435,5,0,Republic Day
2024-01-26,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,103,228.8,292,14,0,Republic Day
2024-01-26,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,62,270.31,201,14,0,Republic Day
2024-01-26,Unit-Tirupur,Kids Denim Jeans,Denim,52,306.97,140,10,0,Republic Day
2024-01-26,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,,468.98,148,10,0,Republic Day
2024-01-26,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,197,135.56,444,10,0,Republic Day
2024-01-26,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,98,229.29,369,7,0,Republic Day
2024-01-26,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,72,274.88,266,7,0,Republic Day
2024-01-26,Unit-Ludhiana,Kids Denim Jeans,Denim,57,320.82,220,10,0,Republic Day
2024-01-26,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,45,448.06,150,10,0,Republic Day
2024-01-26,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,248,148.04,645,7,0,Republic Day
2024-01-26,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,88,215.77,194,7,1,Republic Day
2024-01-26,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,69,293.31,154,14,1,Republic Day
2024-01-26,Unit-Jaipur,Kids Denim Jeans,Denim,54,321.21,122,7,0,Republic Day
2024-01-26,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,34,431.62,115,14,0,Republic Day
2024-01-27,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,155,137.54,568,10,0,none
2024-01-27,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,75,225.4,181,5,0,none
2024-01-27,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,47,265.27,132,5,0,none
2024-01-27,Unit-Tirupur,Kids Denim Jeans,Denim,32,300.6,78,10,0,none
2024-01-27,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,27,436.91,61,5,0,none
2024-01-27,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,564,,1595,5,0,none
2024-01-27,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,69,231.02,162,7,1,none
2024-01-27,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,48,278.94,147,14,0,none
2024-01-27,Unit-Ludhiana,Kids Denim Jeans,Denim,34,298.88,114,14,0,none
2024-01-27,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,26,441.74,,7,0,none
2024-01-27,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,692,141.76,2428,14,0,none
2024-01-27,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,66,218.06,232,10,0,none
2024-01-27,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,48,275.95,160,14,0,none
2024-01-27,Unit-Jaipur,Kids Denim Jeans,Denim,46,314.29,168,5,0,none
2024-01-27,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,23,455.57,,7,0,none
2024-01-28,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,91,143.26,250,5,0,none
2024-01-28,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,36,232.71,120,5,0,none
2024-01-28,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,29,267.89,62,7,0,none
2024-01-28,Unit-Tirupur,Kids Denim Jeans,Denim,20,307.82,77,10,0,none
2024-01-28,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,15,447.74,54,5,0,none
2024-01-28,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,,146.46,195,14,0,none
2024-01-28,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,,220.25,102,14,1,none
2024-01-28,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,33,283.42,116,5,0,none
2024-01-28,Unit-Ludhiana,Kids Denim Jeans,Denim,,299.04,51,10,0,none
2024-01-28,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,12,447.45,45,5,0,none
2024-01-28,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,97,134.03,308,7,0,none
2024-01-28,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,37,221.64,141,14,0,none
2024-01-28,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,26,268.51,64,5,0,none
2024-01-28,Unit-Jaipur,Kids Denim Jeans,Denim,20,301.28,45,5,0,none
2024-01-28,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,14,453.78,56,10,0,none
2024-01-29,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,204,135.51,716,7,0,none
2024-01-29,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,79,227.13,312,14,0,none
2024-01-29,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,65,276.77,172,14,0,none
2024-01-29,Unit-Tirupur,Kids Denim Jeans,Denim,50,310.39,156,7,0,none
2024-01-29,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,40,449.39,95,7,0,none
2024-01-29,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,204,132.87,661,10,1,none
2024-01-29,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,90,228.45,238,10,0,none
2024-01-29,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,73,283.34,208,14,0,none
2024-01-29,Unit-Ludhiana,Kids Denim Jeans,Denim,55,320.56,116,10,0,none
2024-01-29,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,,462.2,133,5,0,none
2024-01-29,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,239,148.03,927,7,0,none
2024-01-29,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,96,207.82,274,14,1,none
2024-01-29,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,56,290.5,132,5,0,none
2024-01-29,Unit-Jaipur,Kids Denim Jeans,Denim,56,321.47,188,14,0,none
2024-01-29,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,41,459.14,112,10,0,none
2024-01-30,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,186,139.36,717,5,0,none
2024-01-30,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,85,215.41,300,10,0,none
2024-01-30,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,62,285.97,189,5,0,none
2024-01-30,Unit-Tirupur,Kids Denim Jeans,Denim,58,307.46,125,7,0,none
2024-01-30,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,40,430.51,137,7,0,none
2024-01-30,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,,132.26,543,14,1,none
2024-01-30,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,108,234.56,225,14,0,none
2024-01-30,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,65,287.51,175,10,0,none
2024-01-30,Unit-Ludhiana,Kids Denim Jeans,Denim,44,300.49,170,7,0,none
2024-01-30,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,39,448.2,95,7,0,none
2024-01-30,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,,144.18,582,14,0,none
2024-01-30,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,117,218.98,248,7,0,none
2024-01-30,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,73,280.58,224,5,0,none
2024-01-30,Unit-Jaipur,Kids Denim Jeans,Denim,,298.33,185,10,0,none
2024-01-30,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,,435.75,139,7,0,none
2024-01-31,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,193,140.38,763,10,0,none
2024-01-31,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,79,225.55,168,10,0,none
2024-01-31,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,62,288.19,182,14,1,none
2024-01-31,Unit-Tirupur,Kids Denim Jeans,Denim,52,,183,14,0,none
2024-01-31,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,42,451.11,89,5,0,none
2024-01-31,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,219,,564,14,0,none
2024-01-31,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,82,228.4,222,14,0,none
2024-01-31,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,72,276.15,211,14,0,none
2024-01-31,Unit-Ludhiana,Kids Denim Jeans,Denim,58,301.85,154,7,1,none
2024-01-31,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,34,436.84,135,10,0,none
2024-01-31,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,200,131.43,468,14,0,none
2024-01-31,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,104,227.98,220,10,1,none
2024-01-31,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,,289.7,149,5,1,none
2024-01-31,Unit-Jaipur,Kids Denim Jeans,Denim,49,316.45,163,10,0,none
2024-01-31,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,36,454.63,78,10,0,none
2024-02-01,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,,148.56,420,5,0,none
2024-02-01,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,101,218.88,309,5,0,none
2024-02-01,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,73,271.24,264,7,0,none
2024-02-01,Unit-Tirupur,Kids Denim Jeans,Denim,52,296.18,112,7,0,none
2024-02-01,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,40,459.53,146,14,0,none
2024-02-01,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,209,144.9,772,5,0,none
2024-02-01,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,128,221.31,438,7,0,none
2024-02-01,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,68,268.19,150,10,0,none
2024-02-01,Unit-Ludhiana,Kids Denim Jeans,Denim,52,299.93,171,5,0,none
2024-02-01,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,38,460.75,90,10,0,none
2024-02-01,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,224,132.94,603,10,0,none
2024-02-01,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,93,225.8,281,7,0,none
2024-02-01,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,73,284.61,188,14,0,none
2024-02-01,Unit-Jaipur,Kids Denim Jeans,Denim,58,322.04,195,7,0,none
2024-02-01,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,41,457.88,131,7,0,none
2024-02-02,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,206,134.7,478,10,0,none
2024-02-02,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,87,205.49,,5,1,none
2024-02-02,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,70,270.22,211,7,0,none
2024-02-02,Unit-Tirupur,Kids Denim Jeans,Denim,58,314.53,213,5,0,none
2024-02-02,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,152,467.27,520,10,0,none
2024-02-02,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,210,144.49,786,14,0,none
2024-02-02,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,89,213.24,298,14,0,none
2024-02-02,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,62,294.37,235,14,1,none
2024-02-02,Unit-Ludhiana,Kids Denim Jeans,Denim,55,300.98,128,14,1,none
2024-02-02,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,40,438.8,91,10,0,none
2024-02-02,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,181,131.04,502,10,1,none
2024-02-02,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,88,208.48,261,5,0,none
2024-02-02,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,72,292.84,211,14,0,none
2024-02-02,Unit-Jaipur,Kids Denim Jeans,Denim,53,311.67,202,7,1,none
2024-02-02,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,43,446.13,93,10,0,none
2024-02-03,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,167,134.17,590,14,0,none
2024-02-03,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,69,213.03,248,5,1,none
2024-02-03,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,54,268.57,137,14,0,none
2024-02-03,Unit-Tirupur,Kids Denim Jeans,Denim,32,304.69,114,7,0,none
2024-02-03,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,27,454.76,75,14,0,none
2024-02-03,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,172,135.92,449,14,0,none
2024-02-03,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,64,215.42,161,10,0,none
2024-02-03,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,40,280.97,155,7,0,none
2024-02-03,Unit-Ludhiana,Kids Denim Jeans,Denim,40,305.54,122,10,0,none
2024-02-03,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,30,464.15,81,10,1,none
2024-02-03,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,151,140.59,472,14,0,none
2024-02-03,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,75,216.97,283,14,0,none
2024-02-03,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,48,283.07,184,10,1,none
2024-02-03,Unit-Jaipur,Kids Denim Jeans,Denim,39,,106,7,0,none
2024-02-03,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,35,437.37,102,5,0,none
2024-02-04,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,84,143.7,325,14,0,none
2024-02-04,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,46,216.29,124,10,0,none
2024-02-04,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,,271.98,56,7,1,none
2024-02-04,Unit-Tirupur,Kids Denim Jeans,Denim,21,311.11,65,10,1,none
2024-02-04,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,16,430.67,61,14,0,none
2024-02-04,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,252,139.69,903,5,0,none
2024-02-04,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,34,213.29,114,10,0,none
2024-02-04,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,26,269.63,73,14,0,none
2024-02-04,Unit-Ludhiana,Kids Denim Jeans,Denim,20,302.77,67,7,1,none
2024-02-04,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,16,464.48,54,14,0,none
2024-02-04,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,83,146.04,212,5,0,none
2024-02-04,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,39,218.85,146,10,1,none
2024-02-04,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,28,279.27,110,7,0,none
2024-02-04,Unit-Jaipur,Kids Denim Jeans,Denim,,303.58,66,14,0,none
2024-02-04,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,16,460.14,33,10,0,none
2024-02-05,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,262,134.01,930,7,0,none
2024-02-05,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,,206.83,333,14,1,none
2024-02-05,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,63,280.87,236,5,0,none
2024-02-05,Unit-Tirupur,Kids Denim Jeans,Denim,47,303.3,116,10,0,none
2024-02-05,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,45,465.68,145,10,1,none
2024-02-05,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,192,131.59,475,5,0,none
2024-02-05,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,92,217.78,204,5,1,none
2024-02-05,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,56,281.01,214,10,0,none
2024-02-05,Unit-Ludhiana,Kids Denim Jeans,Denim,55,301.02,164,5,0,none
